"","SamplerNo","Location.x","SamplerType","ExtractionGroup","qPCR_Plate","JDay","Date","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","Censored","SsSD","SsScaled","SsClean","logSsClean","VolumeSampled","sporesPCM","logSPCM","TtCt","TtSD","Water.","logSsMean_t1","Location.y","Year","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d"
"474","Vauxhall","Vauxhall","Burkard",NA,NA,223,2018-08-11,NA,NA,NA,828.1966667,2.918657548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.059977195,"Vauxhall",2018,41.05333,-25.31896,66.37229,100,0,100,8.24,-1.76,10,20.05294,-2.1619,22.21483,28.023,-6.074,34.097,11.078,0.049,11.029,69.42292,-2.95417,72.37708,92.3,-3,95.3,50.1,13.7,36.4,42.2,58.9,57.8,18.1,25.2,6.0186,-2.00475,8.02335,13.36817,-10.82331,24.19147,0.71788,0.28103,0.4,0,1,0.4,0,0.20375,-0.02533,0.22908,0.2116,-0.0269,0.2385,0.192,-0.0196,0.2116,13.84167,-2.33542,16.17708,16.8,-8.7,25.5,9.8,-0.5,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Vauxhall","Vauxhall","Burkard",NA,NA,224,2018-08-12,NA,NA,NA,142.85,2.157909866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.918657548,"Vauxhall",2018,41.34938,0.29604,41.05333,100,0,100,7.65,-0.59,8.24,16.96606,-3.08688,20.05294,25.768,-2.255,28.023,9.608,-1.47,11.078,73.40208,3.97917,69.42292,95.8,3.5,92.3,45.8,-4.3,50.1,50,42.2,58.9,18.1,23.6,4.40193,-1.61667,6.0186,12.58181,-0.78636,13.36817,0.39696,-0.32092,0,0.4,0,0,0,0.18756,-0.01619,0.20375,0.1935,-0.0181,0.2116,0.1768,-0.0152,0.192,11.73542,-2.10625,13.84167,16.1,-0.7,16.8,7.2,-2.6,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Vauxhall","Vauxhall","Burkard",NA,NA,225,2018-08-13,NA,NA,NA,118.7933333,2.07843265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.157909866,"Vauxhall",2018,22.39042,-18.95896,41.34938,76.47,-23.53,100,7.65,0,7.65,13.78281,-3.18325,16.96606,24.098,-1.67,25.768,5.462,-4.146,9.608,75.85,2.44792,73.40208,94.8,-1,95.8,45.5,-0.3,45.8,49.3,50,42.2,25.1,39.8,3.74518,-0.65675,4.40193,11.19916,-1.38265,12.58181,0.38743,-0.00953,0,0,0,0,0,0.17257,-0.01499,0.18756,0.179,-0.0145,0.1935,0.1652,-0.0116,0.1768,8.98542,-2.75,11.73542,12.8,-3.3,16.1,4.6,-2.6,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Vauxhall","Vauxhall","Burkard",NA,NA,226,2018-08-14,NA,NA,NA,178.3133333,2.253612584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07843265,"Vauxhall",2018,24.11833,1.72792,22.39042,100,23.53,76.47,7.06,-0.59,7.65,16.67369,2.89087,13.78281,32.458,8.36,24.098,4.402,-1.06,5.462,71.43542,-4.41458,75.85,97.5,2.7,94.8,29.1,-16.4,45.5,68.4,49.3,50,31.2,43,6.49341,2.74823,3.74518,25.10132,13.90216,11.19916,0.16549,-0.22194,0,0,0,0,0,0.16264,-0.00994,0.17257,0.1702,-0.0088,0.179,0.1572,-0.008,0.1652,10.2,1.21458,8.98542,16.7,3.9,12.8,3.8,-0.8,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Vauxhall","Vauxhall","Burkard",NA,NA,227,2018-08-15,NA,NA,NA,312.73,2.496556049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.253612584,"Vauxhall",2018,53.17354,29.05521,24.11833,100,0,100,8.82,1.76,7.06,16.13144,-0.54225,16.67369,27.382,-5.076,32.458,8.494,4.092,4.402,76.05,4.61458,71.43542,97.4,-0.1,97.5,45.8,16.7,29.1,51.6,68.4,49.3,19.6,29,4.31068,-2.18273,6.49341,13.49526,-11.60606,25.10132,0.21245,0.04696,9.6,0,1,6.2,0,0.2232,0.06056,0.16264,0.2356,0.0654,0.1702,0.1572,0,0.1572,11.33125,1.13125,10.2,15.5,-1.2,16.7,8.1,4.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Vauxhall","Vauxhall","Burkard",NA,NA,228,2018-08-16,NA,NA,NA,219.14,2.342698962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.496556049,"Vauxhall",2018,49.49771,-3.67583,53.17354,94.12,-5.88,100,9.41,0.59,8.82,18.0105,1.87906,16.13144,29.74,2.358,27.382,9.336,0.842,8.494,77.97083,1.92083,76.05,94.4,-3,97.4,51.3,5.5,45.8,43.1,51.6,68.4,18,25.9,4.70519,0.39451,4.31068,14.01674,0.52148,13.49526,0.49268,0.28023,0,9.6,0,0,0,0.2079,-0.0153,0.2232,0.2138,-0.0218,0.2356,0.1949,0.0377,0.1572,13.65625,2.325,11.33125,20.5,5,15.5,8.4,0.3,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Vauxhall","Vauxhall","Burkard",NA,NA,229,2018-08-17,NA,NA,NA,248.9133333,2.397789427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.342698962,"Vauxhall",2018,53.87271,4.375,49.49771,98.82,4.7,94.12,8.24,-1.17,9.41,19.34421,1.33371,18.0105,32.253,2.513,29.74,9.287,-0.049,9.336,76.57083,-1.4,77.97083,95.8,1.4,94.4,43.6,-7.7,51.3,52.2,43.1,51.6,19.8,30,5.60637,0.90118,4.70519,18.02228,4.00554,14.01674,0.35778,-0.1349,0,0,0,0,0,0.18912,-0.01878,0.2079,0.1942,-0.0196,0.2138,0.1797,-0.0152,0.1949,14.48333,0.82708,13.65625,22.3,1.8,20.5,8.6,0.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Vauxhall","Vauxhall","Burkard",NA,NA,230,2018-08-18,NA,NA,NA,935.92,2.97170251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.397789427,"Vauxhall",2018,27.20625,-26.66646,53.87271,92.94,-5.88,98.82,5.88,-2.36,8.24,15.55196,-3.79225,19.34421,24.315,-7.938,32.253,6.281,-3.006,9.287,66.47292,-10.09792,76.57083,95.2,-0.6,95.8,33.5,-10.1,43.6,61.7,52.2,43.1,30.3,38.3,5.40701,-0.19936,5.60637,14.1632,-3.85908,18.02228,0.42881,0.07103,0,0,0,0,0,0.17263,-0.01649,0.18912,0.1804,-0.0138,0.1942,0.163,-0.0167,0.1797,8.22292,-6.26042,14.48333,13,-9.3,22.3,4.8,-3.8,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Vauxhall","Vauxhall","Burkard",NA,NA,231,2018-08-19,NA,NA,NA,138.98,2.146065989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97170251,"Vauxhall",2018,35.72354,8.51729,27.20625,100,7.06,92.94,7.06,1.18,5.88,13.49198,-2.05998,15.55196,25.477,1.162,24.315,3.696,-2.585,6.281,76.48542,10.0125,66.47292,95.1,-0.1,95.2,38.6,5.1,33.5,56.5,61.7,52.2,22.9,31,3.97136,-1.43565,5.40701,14.06058,-0.10262,14.1632,0.29246,-0.13635,9.2,0,1,6.2,0,0.16836,-0.00427,0.17263,0.2102,0.0298,0.1804,0.1564,-0.0066,0.163,8.65625,0.43333,8.22292,13,0,13,2.9,-1.9,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Vauxhall","Vauxhall","Burkard",NA,NA,232,2018-08-20,NA,NA,NA,217.88,2.34020608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.146065989,"Vauxhall",2018,34.00813,-1.71542,35.72354,100,0,100,6.47,-0.59,7.06,15.7825,2.29052,13.49198,26.061,0.584,25.477,5.308,1.612,3.696,65.44792,-11.0375,76.48542,92.1,-3,95.1,38.6,0,38.6,53.5,56.5,61.7,32,39.8,5.65662,1.68527,3.97136,14.41626,0.35568,14.06058,0.5138,0.22134,0,9.2,0,0,0,0.20241,0.03405,0.16836,0.2102,0,0.2102,0.187,0.0306,0.1564,8.55,-0.10625,8.65625,12.6,-0.4,13,4.1,1.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","Vauxhall","Vauxhall","Burkard",NA,NA,233,2018-08-21,NA,NA,NA,403.67,2.607101009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34020608,"Vauxhall",2018,30.96729,-3.04083,34.00813,80.59,-19.41,100,5.88,-0.59,6.47,14.60138,-1.18113,15.7825,25.113,-0.948,26.061,5.257,-0.051,5.308,67.92917,2.48125,65.44792,93.3,1.2,92.1,33.3,-5.3,38.6,60,53.5,56.5,39.6,45.2,5.573,-0.08362,5.65662,14.93121,0.51494,14.41626,0.43437,-0.07943,0,0,0,0,0,0.18047,-0.02194,0.20241,0.1855,-0.0247,0.2102,0.1702,-0.0168,0.187,7.50208,-1.04792,8.55,11,-1.6,12.6,4.3,0.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Vauxhall","Vauxhall","Burkard",NA,NA,234,2018-08-22,NA,NA,NA,2457.276667,3.390630759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.607101009,"Vauxhall",2018,33.05188,2.08458,30.96729,100,19.41,80.59,6.47,0.59,5.88,17.54619,2.94481,14.60138,32.098,6.985,25.113,4.947,-0.31,5.257,65.38958,-2.53958,67.92917,95.3,2,93.3,22.9,-10.4,33.3,72.4,60,53.5,31.3,45,8.66746,3.09445,5.573,26.68991,11.7587,14.93121,0.29887,-0.1355,0,0,0,0,0,0.16925,-0.01123,0.18047,0.1761,-0.0094,0.1855,0.1601,-0.0101,0.1702,9.04583,1.54375,7.50208,16.5,5.5,11,4.3,0,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Vauxhall","Vauxhall","Burkard",NA,NA,235,2018-08-23,NA,NA,NA,1138.75,3.056809601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.390630759,"Vauxhall",2018,17.94083,-15.11104,33.05188,100,0,100,5.29,-1.18,6.47,18.84625,1.30006,17.54619,33.079,0.981,32.098,4.428,-0.519,4.947,56.90417,-8.48542,65.38958,91.8,-3.5,95.3,25.5,2.6,22.9,66.3,72.4,60,38.1,41.7,9.62042,0.95296,8.66746,26.75571,0.0658,26.68991,0.50481,0.20594,10.8,0,1,10.8,0,0.19696,0.02771,0.16925,0.261,0.0849,0.1761,0.1535,-0.0066,0.1601,8.59375,-0.45208,9.04583,17.5,1,16.5,3.2,-1.1,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Vauxhall","Vauxhall","Burkard",NA,NA,236,2018-08-24,NA,NA,NA,1214.24,3.084662056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.056809601,"Vauxhall",2018,38.71396,20.77313,17.94083,100,0,100,5.29,0,5.29,12.94258,-5.90367,18.84625,19.389,-13.69,33.079,6,1.572,4.428,81.76042,24.85625,56.90417,95.6,3.8,91.8,46.7,21.2,25.5,48.9,66.3,72.4,33,37.1,2.14213,-7.47829,9.62042,8.3474,-18.40831,26.75571,0.30166,-0.20315,0.2,10.8,1,0.2,0,0.22353,0.02657,0.19696,0.2349,-0.0261,0.261,0.2131,0.0596,0.1535,9.74375,1.15,8.59375,12.7,-4.8,17.5,5.3,2.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Vauxhall","Vauxhall","Burkard",NA,NA,237,2018-08-25,NA,NA,NA,126.06,2.104008851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.084662056,"Vauxhall",2018,53.92125,15.20729,38.71396,98.24,-1.76,100,5.88,0.59,5.29,12.3586,-0.58398,12.94258,22.441,3.052,19.389,2.823,-3.177,6,80.21667,-1.54375,81.76042,97.7,2.1,95.6,43.5,-3.2,46.7,54.2,48.9,66.3,24,36.8,2.94831,0.80618,2.14213,10.7052,2.3578,8.3474,0.13931,-0.16236,0,0.2,0,0,0,0.20606,-0.01747,0.22353,0.2124,-0.0225,0.2349,0.1971,-0.016,0.2131,8.48333,-1.26042,9.74375,12.5,-0.2,12.7,2.4,-2.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Vauxhall","Vauxhall","Burkard",NA,NA,238,2018-08-26,NA,NA,NA,157.8433333,2.200968992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.104008851,"Vauxhall",2018,26.09042,-27.83083,53.92125,100,1.76,98.24,5.88,0,5.88,14.75315,2.39454,12.3586,23.232,0.791,22.441,8.045,5.222,2.823,71.28125,-8.93542,80.21667,93,-4.7,97.7,39.8,-3.7,43.5,53.2,54.2,48.9,21.7,29.2,4.05134,1.10303,2.94831,11.98346,1.27826,10.7052,0.64472,0.50542,0,0,0,0,0,0.19078,-0.01528,0.20606,0.1971,-0.0153,0.2124,0.184,-0.0131,0.1971,9.10625,0.62292,8.48333,12.7,0.2,12.5,5.9,3.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Vauxhall","Vauxhall","Burkard",NA,NA,239,2018-08-27,NA,NA,NA,277.1833333,2.444331107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.200968992,"Vauxhall",2018,71.10271,45.01229,26.09042,100,0,100,6.47,0.59,5.88,8.40767,-6.34548,14.75315,11.759,-11.473,23.232,1.398,-6.647,8.045,88.48125,17.2,71.28125,97.6,4.6,93,65.4,25.6,39.8,32.2,53.2,54.2,16.1,22.7,1.014,-3.03734,4.05134,3.33531,-8.64815,11.98346,0.19917,-0.44555,12.4,0,1,1.8,0,0.23682,0.04604,0.19078,0.2625,0.0654,0.1971,0.184,0,0.184,6.525,-2.58125,9.10625,10,-2.7,12.7,0.6,-5.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Vauxhall","Vauxhall","Burkard",NA,NA,240,2018-08-28,NA,NA,NA,47.01666667,1.681392008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.444331107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Taber","Taber","Burkard",NA,NA,164,2018-06-13,NA,NA,NA,41.92333333,1.632693441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Taber","Taber","Burkard",NA,NA,165,2018-06-14,NA,NA,NA,66.59666667,1.82992528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632693441,"Taber",2018,45.14688,NA,NA,100,NA,NA,3.53,NA,NA,14.51063,NA,NA,23.857,NA,NA,7.594,NA,NA,62.60625,NA,NA,94.4,NA,NA,29.7,NA,NA,64.7,NA,NA,24.2,29,5.20381,NA,NA,14.55061,NA,NA,0.47048,NA,1,NA,1,1,0,0.18583,NA,NA,0.1913,NA,NA,0.179,NA,NA,6.53958,NA,NA,9.5,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Taber","Taber","Burkard",NA,NA,166,2018-06-15,NA,NA,NA,53.3,1.73479983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82992528,"Taber",2018,52.69688,7.55,45.14688,100,0,100,2.35,-1.18,3.53,14.91063,0.4,14.51063,23.448,-0.409,23.857,7.393,-0.201,7.594,73.54583,10.93958,62.60625,96.7,2.3,94.4,38.5,8.8,29.7,58.2,64.7,NA,23.5,30.4,4.01357,-1.19025,5.20381,11.98469,-2.56592,14.55061,0.24445,-0.22602,3,1,1,1,0,0.18441,-0.00141,0.18583,0.1935,0.0022,0.1913,0.1775,-0.0015,0.179,9.54375,3.00417,6.53958,11.3,1.8,9.5,6.9,3.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Taber","Taber","Burkard",NA,NA,167,2018-06-16,NA,NA,NA,54.50666667,1.744345147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73479983,"Taber",2018,52.55,-0.14688,52.69688,100,0,100,3.53,1.18,2.35,14.0754,-0.83523,14.91063,18.295,-5.153,23.448,10.785,3.392,7.393,83.98542,10.43958,73.54583,95,-1.7,96.7,61.8,23.3,38.5,33.2,58.2,64.7,17.9,22.9,1.99205,-2.02151,4.01357,5.58773,-6.39696,11.98469,0.49082,0.24636,2.8,3,1,0.8,0,0.18586,0.00145,0.18441,0.1899,-0.0036,0.1935,0.179,0.0015,0.1775,11.28542,1.74167,9.54375,13.8,2.5,11.3,9.6,2.7,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Taber","Taber","Burkard",NA,NA,168,2018-06-17,NA,NA,NA,7.393333333,0.923934471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.744345147,"Taber",2018,37.31688,-15.23313,52.55,100,0,100,3.53,0,3.53,16.26356,2.18817,14.0754,23.352,5.057,18.295,8.469,-2.316,10.785,74.025,-9.96042,83.98542,97.5,2.5,95,46.8,-15,61.8,50.7,33.2,58.2,22.1,28.3,4.13306,2.14101,1.99205,10.49347,4.90574,5.58773,0.19805,-0.29276,0,2.8,0,0,0,0.18767,0.00181,0.18586,0.1949,0.005,0.1899,0.1804,0.0014,0.179,11.11458,-0.17083,11.28542,13.9,0.1,13.8,8.1,-1.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Taber","Taber","Burkard",NA,NA,169,2018-06-18,NA,NA,NA,22.52666667,1.371560399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923934471,"Taber",2018,70.77208,33.45521,37.31688,100,0,100,4.71,1.18,3.53,15.21221,-1.05135,16.26356,19.627,-3.725,23.352,10.687,2.218,8.469,84.12917,10.10417,74.025,95.7,-1.8,97.5,68.8,22,46.8,26.9,50.7,33.2,17.2,18.5,2.05881,-2.07425,4.13306,4.75276,-5.74071,10.49347,0.46695,0.2689,2.2,0,1,0.4,0,0.18453,-0.00315,0.18767,0.187,-0.0079,0.1949,0.1804,0,0.1804,12.4875,1.37292,11.11458,14,0.1,13.9,8.9,0.8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Taber","Taber","Burkard",NA,NA,170,2018-06-19,NA,NA,NA,69.43666667,1.847798795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.371560399,"Taber",2018,51.85146,-18.92063,70.77208,100,0,100,4.12,-0.59,4.71,16.6511,1.4389,15.21221,22.274,2.647,19.627,10.345,-0.342,10.687,80.275,-3.85417,84.12917,97.1,1.4,95.7,47.7,-21.1,68.8,49.4,26.9,50.7,18.2,21.8,3.12403,1.06522,2.05881,9.80667,5.05391,4.75276,0.30148,-0.16547,0.2,2.2,1,0.2,0,0.18945,0.00493,0.18453,0.1964,0.0094,0.187,0.1833,0.0029,0.1804,12.92292,0.43542,12.4875,15.1,1.1,14,9.6,0.7,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Taber","Taber","Burkard",NA,NA,171,2018-06-20,NA,NA,NA,17.92333333,1.27699764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.847798795,"Taber",2018,47.95375,-3.89771,51.85146,100,0,100,4.12,0,4.12,18.51573,1.86463,16.6511,27.112,4.838,22.274,9.015,-1.33,10.345,76.4875,-3.7875,80.275,97.2,0.1,97.1,45.1,-2.6,47.7,52.1,49.4,26.9,28.4,33.2,4.6487,1.52467,3.12403,13.92268,4.11601,9.80667,0.2367,-0.06478,0,0.2,0,0,0,0.19219,0.00274,0.18945,0.2008,0.0044,0.1964,0.1833,0,0.1833,13.8125,0.88958,12.92292,17.3,2.2,15.1,8.5,-1.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Taber","Taber","Burkard",NA,NA,172,2018-06-21,NA,NA,NA,67.70666667,1.836998879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27699764,"Taber",2018,30.04896,-17.90479,47.95375,100,0,100,4.12,0,4.12,21.18283,2.6671,18.51573,30.419,3.307,27.112,12.316,3.301,9.015,69.15,-7.3375,76.4875,95.9,-1.3,97.2,36.4,-8.7,45.1,59.5,52.1,49.4,26.2,26.2,6.92088,2.27218,4.6487,19.30372,5.38104,13.92268,0.41861,0.18191,0,0,0,0,0,0.19069,-0.0015,0.19219,0.1993,-0.0015,0.2008,0.1833,0,0.1833,14.64583,0.83333,13.8125,19.7,2.4,17.3,11.6,3.1,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Taber","Taber","Burkard",NA,NA,173,2018-06-22,NA,NA,NA,74.55666667,1.87827279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836998879,"Taber",2018,5.57583,-24.47313,30.04896,10.59,-89.41,100,4.12,0,4.12,21.1351,-0.04773,21.18283,29.59,-0.829,30.419,13.642,1.326,12.316,62.10417,-7.04583,69.15,86.2,-9.7,95.9,34,-2.4,36.4,52.2,59.5,52.1,16.8,24.3,8.13725,1.21638,6.92088,19.26654,-0.03718,19.30372,1.62463,1.20602,0,0,0,0,0,0.18512,-0.00557,0.19069,0.192,-0.0073,0.1993,0.1782,-0.0051,0.1833,12.80417,-1.84167,14.64583,14.3,-5.4,19.7,10.9,-0.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Taber","Taber","Burkard",NA,NA,174,2018-06-23,NA,NA,NA,17.04666667,1.256396997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87827279,"Taber",2018,17.19375,11.61792,5.57583,89.41,78.82,10.59,4.71,0.59,4.12,18.66498,-2.47013,21.1351,25.671,-3.919,29.59,11.88,-1.762,13.642,74.84375,12.73958,62.10417,92.5,6.3,86.2,49.4,15.4,34,43.1,52.2,59.5,24.8,24.8,4.46716,-3.6701,8.13725,11.72853,-7.53801,19.26654,0.8621,-0.76253,0,0,0,0,0,0.17804,-0.00708,0.18512,0.184,-0.008,0.192,0.1724,-0.0058,0.1782,13.76875,0.96458,12.80417,16,1.7,14.3,10.2,-0.7,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Taber","Taber","Burkard",NA,NA,175,2018-06-24,NA,NA,NA,7.266666667,0.917330426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.256396997,"Taber",2018,50.58771,33.39396,17.19375,100,10.59,89.41,5.29,0.58,4.71,20.68085,2.01588,18.66498,29.04,3.369,25.671,13.762,1.882,11.88,75.32083,0.47708,74.84375,96.1,3.6,92.5,37.7,-11.7,49.4,58.4,43.1,52.2,20.7,29.2,5.61428,1.14713,4.46716,17.81951,6.09097,11.72853,0.43184,-0.43026,17.2,0,1,16,0,0.23923,0.06119,0.17804,0.2966,0.1126,0.184,0.163,-0.0094,0.1724,15.51458,1.74583,13.76875,19.8,3.8,16,12.9,2.7,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Taber","Taber","Burkard",NA,NA,176,2018-06-25,NA,NA,NA,61.09,1.79302166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917330426,"Taber",2018,31.96042,-18.62729,50.58771,100,0,100,2.94,-2.35,5.29,21.97933,1.29848,20.68085,31.765,2.725,29.04,14.098,0.336,13.762,60.2,-15.12083,75.32083,96.7,0.6,96.1,28.7,-9,37.7,68,58.4,43.1,29.2,29.4,9.33785,3.72357,5.61428,24.03882,6.21931,17.81951,0.37819,-0.05365,0,17.2,0,0,0,0.22235,-0.01688,0.23923,0.2327,-0.0639,0.2966,0.2022,0.0392,0.163,12.53542,-2.97917,15.51458,18.9,-0.9,19.8,4.1,-8.8,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Taber","Taber","Burkard",NA,NA,177,2018-06-26,NA,NA,NA,168.0466667,2.228006612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79302166,"Taber",2018,3.87333,-28.08708,31.96042,5.29,-94.71,100,2.94,0,2.94,17.93533,-4.044,21.97933,24.919,-6.846,31.765,10.075,-4.023,14.098,39.26667,-20.93333,60.2,71.7,-25,96.7,21.6,-7.1,28.7,50.1,68,58.4,26.2,31.5,9.80305,0.4652,9.33785,17.02949,-7.00934,24.03882,2.47834,2.10015,0,0,0,0,0,0.19538,-0.02698,0.22235,0.2015,-0.0312,0.2327,0.1833,-0.0189,0.2022,2.725,-9.81042,12.53542,6.1,-12.8,18.9,0.3,-3.8,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Taber","Taber","Burkard",NA,NA,178,2018-06-27,NA,NA,NA,81.00333333,1.913831506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.228006612,"Taber",2018,14.36354,10.49021,3.87333,100,94.71,5.29,2.94,0,2.94,17.44356,-0.49177,17.93533,27.284,2.365,24.919,7.041,-3.034,10.075,51.26458,11.99792,39.26667,75.2,3.5,71.7,24.3,2.7,21.6,50.9,50.1,68,35.6,39.9,8.22426,-1.57879,9.80305,19.3535,2.32401,17.02949,2.03632,-0.44202,13.4,0,1,12.4,0,0.21049,0.01511,0.19538,0.3097,0.1082,0.2015,0.179,-0.0043,0.1833,6.025,3.3,2.725,12.3,6.2,6.1,2.1,1.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
